timestamp,datetime,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote
1730073600000,2024-10-27T21:00:00,68021.69,73620.12,67478.73,68775.99,209232.69647,1730678399999,14758183887.5345,28485013,105358.41914,7435135100.903934
1730678400000,2024-11-03T21:00:00,68775.99,81500.0,66835.0,80370.01,327445.15705,1731283199999,24423000720.337807,38565949,165375.671202,12338326517.71378
1731283200000,2024-11-10T21:00:00,80370.01,93265.64,80216.01,89855.99,417630.302334,1731887999999,36847212262.09091,59818191,212859.520892,18780186181.562363
1731888000000,2024-11-17T21:00:00,89855.98,99588.01,89376.9,97900.04,303784.771782,1732492799999,28960077328.12774,45298675,150616.133546,14355763875.332788
1732492800000,2024-11-24T21:00:00,97900.05,98871.8,90791.1,97185.18,237818.37314,1733097599999,22633035165.957863,41943380,116760.4928,11108455526.562864
1733097600000,2024-12-01T21:00:00,97185.17,104088.0,90500.0,101109.59,302152.735462,1733702399999,29754805118.29742,44131280,150358.700306,14816118724.644169
1733702400000,2024-12-08T21:00:00,101109.6,105250.0,94150.05,104463.99,230968.339905,1734307199999,22903414201.63891,48813901,113412.147595,11260331874.664442
1734307200000,2024-12-15T21:00:00,104463.99,108353.0,92232.54,95186.27,281544.242246,1734911999999,28327504722.7653,46077110,135227.001236,13612311893.82317
1734912000000,2024-12-22T21:00:00,95186.28,99963.7,92520.0,93738.2,140614.68725,1735516799999,13464079520.22844,28689751,68187.73766,6532146632.331852
1735516800000,2024-12-29T21:00:00,93738.19,98976.91,91530.45,98363.61,111914.7951,1736121599999,10674467144.692244,20090990,54741.19058,5221733647.327708
1736121600000,2025-01-05T21:00:00,98363.61,102724.38,91203.67,94545.06,172710.45967,1736726399999,16575552484.727848,28219131,81540.33266,7829633083.154885
1736726400000,2025-01-12T21:00:00,94545.07,106422.43,89256.69,101331.57,235685.9926,1737331199999,23454059104.495827,30086575,116090.52894,11566208131.060368
1737331200000,2025-01-19T21:00:00,101331.57,109588.0,99550.0,102620.0,254162.140922,1737935999999,26566887282.47053,38148997,126543.313772,13234062905.648355
1737936000000,2025-01-26T21:00:00,102620.01,106457.44,96150.0,97700.59,184203.26328,1738540799999,18709972488.166306,38100357,88012.43158,8950599275.521578
1738540800000,2025-02-02T21:00:00,97700.59,102500.01,91231.0,96462.75,221243.61368,1739145599999,21513829754.52429,35022283,104485.8425,10165593767.999537
1739145600000,2025-02-09T21:00:00,96462.75,98826.0,94088.23,96118.12,122007.40976,1739750399999,11802790168.78367,22885290,57235.1811,5537944042.058273
1739750400000,2025-02-16T21:00:00,96118.12,99475.0,93388.09,96258.0,127758.44873,1740355199999,12324237789.0894,19728994,60199.731,5809450371.234811
1740355200000,2025-02-23T21:00:00,96258.0,96500.0,78258.52,94270.0,373604.39736,1740959999999,32435219173.54048,52557578,179940.46147,15628230140.953863
1740960000000,2025-03-02T21:00:00,94269.99,94416.46,80000.0,80734.37,284471.65101,1741564799999,24921880717.486378,53091837,138994.28437,12185490816.003016
1741564800000,2025-03-09T21:00:00,80734.48,85309.71,76606.0,82574.53,211663.09876,1742169599999,17327628706.605408,32694122,103474.46812,8477788880.522417
1742169600000,2025-03-16T21:00:00,82574.52,87453.67,81134.66,86082.5,110906.17448,1742774399999,9329649014.833572,17599502,52578.3879,4424793117.098468
1742774400000,2025-03-23T21:00:00,86082.5,88765.43,81565.0,82389.99,137009.32282,1743379199999,11807444546.3243,17792198,62218.06468,5361829463.738712
1743379200000,2025-03-30T21:00:00,82390.0,88500.0,77153.83,78430.0,178247.49297,1743983999999,14830038673.832634,27265604,87270.1936,7272299859.491249
1743984000000,2025-04-06T21:00:00,78430.0,86100.0,74508.0,83760.0,300064.17057,1744588799999,24004290984.86821,37720376,149817.11093,12000791019.573448
1744588800000,2025-04-13T21:00:00,83760.0,86496.42,83111.64,85179.24,108454.4036,1745193599999,9186799558.88789,14759555,54688.70723,4634671184.210583
1745193600000,2025-04-20T21:00:00,85179.24,95758.04,85144.76,93749.3,170625.92469,1745798399999,15651324594.526102,18849760,84165.94144,7710147299.550461
1745798400000,2025-04-27T21:00:00,93749.29,97895.68,92800.01,94277.62,113820.08215,1746403199999,10854207285.68148,18139708,53813.62496,5132652992.468968
1746403200000,2025-05-04T21:00:00,94277.61,104984.57,93377.0,104118.0,145910.00118,1747007999999,14583509603.593489,22711496,74624.97506,7469262421.676356
