timestamp,datetime,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote
1754568000000,2025-08-07T09:00:00,116519.54,116741.05,116035.84,116640.0,1466.05193,1754575199999,170664315.6134112,250404,679.3526,79090945.3036737
1754575200000,2025-08-07T11:00:00,116640.01,116791.11,116204.32,116689.81,1280.67984,1754582399999,149167798.6774173,295699,713.45859,83100796.4630976
1754582400000,2025-08-07T13:00:00,116689.8,116748.66,115632.31,116511.54,1272.94107,1754589599999,148118667.7810587,319931,584.77739,68049708.0724389
1754589600000,2025-08-07T15:00:00,116511.55,117520.0,116123.72,117461.98,1462.68449,1754596799999,170986415.9575197,238111,770.42336,90107185.9030928
1754596800000,2025-08-07T17:00:00,117461.99,117496.05,117012.0,117105.78,848.61036,1754603999999,99531961.8479742,156942,371.32425,43547044.8741191
1754604000000,2025-08-07T19:00:00,117105.77,117621.0,117079.39,117472.01,955.61061,1754611199999,112212012.1066264,153414,498.89353,58578359.4984741
1754611200000,2025-08-07T21:00:00,117472.02,117630.0,116786.43,116888.02,1465.69249,1754618399999,171669207.1913734,362855,631.31849,73945271.149801
1754618400000,2025-08-07T23:00:00,116888.01,116980.0,116694.28,116737.35,928.22725,1754625599999,108425366.0274015,148770,395.86165,46237373.8320495
1754625600000,2025-08-08T01:00:00,116737.34,116869.49,116505.0,116530.63,672.2062,1754632799999,78438883.2591352,92777,277.05973,32331802.0392452
1754632800000,2025-08-08T03:00:00,116530.64,116973.3,116401.0,116817.19,784.06871,1754639999999,91511974.9443588,131624,374.52173,43700490.2923899
1754640000000,2025-08-08T05:00:00,116817.2,116914.6,116449.51,116685.17,566.62806,1754647199999,66079003.5157504,160231,272.72343,31804125.9343982
1754647200000,2025-08-08T07:00:00,116685.17,116899.78,116317.08,116891.51,542.35205,1754654399999,63240108.6082057,108561,227.34905,26513417.9152813
1754654400000,2025-08-08T09:00:00,116891.51,116945.63,116492.45,116917.97,905.96485,1754661599999,105741910.458441,209455,423.51469,49425910.1430133
1754661600000,2025-08-08T11:00:00,116917.98,117271.73,115878.71,116207.69,1634.85363,1754668799999,190364930.4484137,334754,742.21407,86438624.3752686
1754668800000,2025-08-08T13:00:00,116207.7,116708.86,116006.14,116708.86,794.84002,1754675999999,92461948.9963141,190556,451.20791,52494757.1171342
1754676000000,2025-08-08T15:00:00,116708.86,116900.0,116336.0,116453.41,895.95711,1754683199999,104459988.46526,203866,446.73305,52088312.2650881
1754683200000,2025-08-08T17:00:00,116453.41,116979.95,116319.06,116931.44,506.55879,1754690399999,59147674.8383212,91435,231.59562,27043968.1795478
1754690400000,2025-08-08T19:00:00,116931.43,116980.0,116657.26,116674.74,347.96362,1754697599999,40658781.9712797,60420,110.80632,12946545.2255331
1754697600000,2025-08-08T21:00:00,116674.74,116750.0,116521.38,116563.26,316.73631,1754704799999,36941760.0163413,69360,140.30728,16364625.6814132
1754704800000,2025-08-08T23:00:00,116563.26,116563.26,116299.13,116384.01,655.15605,1754711999999,76261672.9509541,66071,223.43647,26008820.6832129
1754712000000,2025-08-09T01:00:00,116384.01,116980.0,116339.45,116739.23,1390.00639,1754719199999,162205906.4912657,190165,696.12683,81244882.2130511
1754719200000,2025-08-09T03:00:00,116739.23,116902.22,116532.77,116756.01,631.0062,1754726399999,73635989.0743829,88327,367.96583,42939141.6753969
1754726400000,2025-08-09T05:00:00,116756.0,117510.88,116756.0,117510.87,1148.11339,1754733599999,134562636.9537258,157025,690.21179,80903459.6901234
1754733600000,2025-08-09T07:00:00,117510.88,117944.05,117082.43,117110.0,1205.25801,1754740799999,141667568.1878921,197443,610.92198,71812242.6746943
1754740800000,2025-08-09T09:00:00,117110.0,117238.04,116878.68,116968.32,607.67316,1754747999999,71130224.8704872,116731,317.34329,37146197.5109372
1754748000000,2025-08-09T11:00:00,116968.32,117132.75,116700.01,116892.47,774.99121,1754755199999,90588647.5863049,130444,407.80781,47674086.6048466
1754755200000,2025-08-09T13:00:00,116892.48,116947.16,116619.77,116670.22,540.56473,1754762399999,63098778.3427205,85070,304.47894,35539978.7602822
1754762400000,2025-08-09T15:00:00,116670.22,116721.74,116500.0,116535.69,662.21566,1754769599999,77222267.2106359,82586,343.68249,40080611.0942903
1754769600000,2025-08-09T17:00:00,116535.68,117021.16,116359.89,116524.09,1014.53344,1754776799999,118322487.8624368,124964,496.43163,57905991.4808065
1754776800000,2025-08-09T19:00:00,116524.09,116742.28,116436.15,116462.25,567.87689,1754783999999,66199662.155225,82765,271.13982,31608263.04794
1754784000000,2025-08-09T21:00:00,116462.25,116776.59,116460.63,116576.42,564.71797,1754791199999,65868397.6762861,87076,301.71426,35194460.7433244
1754791200000,2025-08-09T23:00:00,116576.42,118500.0,116576.41,118500.0,3327.96527,1754798399999,392272917.2816756,383808,2073.49468,244387023.0248129
1754798400000,2025-08-10T01:00:00,118500.0,118741.77,117902.62,118045.0,1547.67526,1754805599999,183300861.2981061,225906,734.88782,87056932.7521761
1754805600000,2025-08-10T03:00:00,118045.0,118238.87,117466.34,117808.3,896.40854,1754812799999,105671370.5466716,205548,412.48457,48637250.814639
1754812800000,2025-08-10T05:00:00,117808.29,118441.48,117608.01,118293.08,748.47545,1754819999999,88464412.9480172,181756,365.76875,43230057.7814308
1754820000000,2025-08-10T07:00:00,118293.09,118500.0,117940.0,118330.58,757.84958,1754827199999,89593551.954033,164363,444.46849,52540614.131339
1754827200000,2025-08-10T09:00:00,118330.58,118737.26,118232.0,118452.0,1022.17957,1754834399999,121175270.9081698,190324,519.41725,61575686.9094076
1754834400000,2025-08-10T11:00:00,118451.99,119113.94,118308.02,118815.0,1787.04803,1754841599999,212247884.4782285,247621,992.99106,117948290.5184026
1754841600000,2025-08-10T13:00:00,118815.0,118944.24,118453.48,118520.32,633.04051,1754848799999,75131365.2910621,135144,297.89693,35352619.2373074
1754848800000,2025-08-10T15:00:00,118520.33,118714.28,118433.8,118663.08,362.81761,1754855999999,43022386.9588556,78546,211.05935,25029323.5756827
1754856000000,2025-08-10T17:00:00,118663.09,118765.71,118074.99,118716.9,1358.09756,1754863199999,160761232.8969498,232130,855.82592,101310089.5252168
1754863200000,2025-08-10T19:00:00,118716.9,119311.11,118615.44,119294.01,1316.49538,1754870399999,156689095.6338154,184843,813.42605,96820124.7075827
1754870400000,2025-08-10T21:00:00,119294.27,119999.0,118972.59,119988.0,2003.06381,1754877599999,239260104.3243164,328222,1171.7582,140005230.098407
1754877600000,2025-08-10T23:00:00,119988.0,122164.07,119937.59,121728.99,5623.12876,1754884799999,681991071.4907632,685449,2996.82721,363182290.3001698
1754884800000,2025-08-11T01:00:00,121729.0,122335.16,121623.14,122059.34,2278.58949,1754891999999,277811861.952377,308568,1102.24449,134419161.8997826
1754892000000,2025-08-11T03:00:00,122059.34,122332.98,121466.08,121537.15,2001.29841,1754899199999,244080840.9778158,262772,893.3997,108994269.708307
1754899200000,2025-08-11T05:00:00,121537.14,121823.0,121080.0,121439.75,1683.09575,1754906399999,204455875.0101606,230342,809.69245,98367049.2248456
1754906400000,2025-08-11T07:00:00,121439.75,121455.02,120286.4,120561.54,2533.17157,1754913599999,306149092.326575,335846,1199.6155,144996041.5073511
1754913600000,2025-08-11T09:00:00,120561.53,120667.54,119382.91,120010.0,3192.99453,1754920799999,382936351.948404,541479,1653.23076,198254957.4342025
1754920800000,2025-08-11T11:00:00,120009.99,120586.54,119809.06,120314.4,2043.2677,1754927999999,245536275.9152051,366114,1102.02979,132445649.328725
1754928000000,2025-08-11T13:00:00,120314.4,120794.05,119461.97,119500.0,1451.85917,1754935199999,174446175.5653041,307081,613.23106,73705453.8620461
1754935200000,2025-08-11T15:00:00,119500.01,119870.2,118604.17,119089.3,1361.06355,1754942399999,162341569.0167359,239753,565.16207,67434207.321408
1754942400000,2025-08-11T17:00:00,119089.3,119172.63,118050.11,118712.61,1400.53152,1754949599999,166212884.7078155,243519,721.32959,85616993.1823118
1754949600000,2025-08-11T19:00:00,118712.61,118906.41,118280.71,118686.0,922.27003,1754956799999,109389427.3055967,172598,414.90864,49219157.7755203
1754956800000,2025-08-11T21:00:00,118686.0,119108.06,118593.39,118977.1,1023.6943,1754963999999,121702632.3830479,168845,580.65108,69029474.2368659
1754964000000,2025-08-11T23:00:00,118977.09,119275.46,118749.06,118857.7,870.94098,1754971199999,103653876.0801785,130564,411.26677,48954266.9087617
1754971200000,2025-08-12T01:00:00,118857.7,119158.06,118424.86,118819.99,1205.16796,1754978399999,143165042.1586018,150423,504.94477,60000547.3508901
1754978400000,2025-08-12T03:00:00,118820.0,119150.0,118607.85,118986.72,1930.21601,1754985599999,229603907.4904224,135634,1438.79394,171145436.9865342
1754985600000,2025-08-12T05:00:00,118986.73,119058.43,118400.01,118408.38,1453.23002,1754992799999,172608378.7829522,141032,899.56705,106859548.0400548
1754992800000,2025-08-12T07:00:00,118408.38,118662.9,118207.47,118522.22,893.14898,1754999999999,105778179.1622343,172558,403.23078,47755423.0754628
1755000000000,2025-08-12T09:00:00,118522.22,119712.6,118285.0,118847.35,3405.70564,1755007199999,405218401.6715817,569735,1810.54598,215463463.9459187
1755007200000,2025-08-12T11:00:00,118847.35,119960.0,118764.36,119933.0,1508.34877,1755014399999,180225639.6081988,346852,820.29517,98032665.5042184
1755014400000,2025-08-12T13:00:00,119933.0,120192.1,119172.62,119269.99,1412.8494,1755021599999,169082666.9920453,306431,713.04649,85354218.5964822
1755021600000,2025-08-12T15:00:00,119270.0,120073.01,119267.0,119665.27,896.22177,1755028799999,107246093.2667978,230590,474.48864,56782349.4700733
1755028800000,2025-08-12T17:00:00,119665.27,120324.43,119485.84,119903.36,1232.09296,1755035999999,147851806.8056752,233937,697.91746,83752067.258828
1755036000000,2025-08-12T19:00:00,119903.36,120299.99,119650.0,120134.08,888.49214,1755043199999,106625849.1835218,151240,510.31149,61238536.8220815
